No.	Name	Description	Block	Sub-Block	
347	VE3sign_D	logarithmic coefficient sum of the last eigenvector from topological distance matrix	2D matrix-based descriptors	Topological distance matrix (D)	
348	VR1_D	Randic-like eigenvector-based index from topological distance matrix	2D matrix-based descriptors	Topological distance matrix (D)	
349	VR2_D	normalized Randic-like eigenvector-based index from topological distance matrix	2D matrix-based descriptors	Topological distance matrix (D)	
350	VR3_D	logarithmic Randic-like eigenvector-based index from topological distance matrix	2D matrix-based descriptors	Topological distance matrix (D)	
351	Acon	algebraic connectivity (also known as Fiedler value or Fiedler eigenvalue)	2D matrix-based descriptors	Laplace matrix (L)	
352	QW_L	quasi-Wiener index (Kirchhoff number) from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
353	TI1_L	first Mohar index from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
354	TI2_L	second Mohar index from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
355	STN_L	spanning tree number (log function) from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
356	SpPos_L	spectral positive sum from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
357	SpPosA_L	normalized spectral positive sum from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
358	SpPosLog_L	logarithmic spectral positive sum from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
359	SpMax_L	leading eigenvalue from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
360	SpMaxA_L	normalized leading eigenvalue from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
361	SpDiam_L	spectral diameter from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
362	SpAD_L	spectral absolute deviation from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
363	SpMAD_L	spectral mean absolute deviation from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
364	Ho_L	Hosoya-like index (log function) from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
365	EE_L	Estrada-like index (log function) from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
366	SM2_L	spectral moment of order 2 from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
367	SM3_L	spectral moment of order 3 from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
368	SM4_L	spectral moment of order 4 from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
369	SM5_L	spectral moment of order 5 from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
370	SM6_L	spectral moment of order 6 from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
371	VE1_L	coefficient sum of the last eigenvector (absolute values) from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
372	VE2_L	average coefficient of the last eigenvector (absolute values) from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
373	VE3_L	logarithmic coefficient sum of the last eigenvector (absolute values) from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
374	VE1sign_L	coefficient sum of the last eigenvector from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
375	VE2sign_L	average coefficient of the last eigenvector from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
376	VE3sign_L	logarithmic coefficient sum of the last eigenvector from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
377	VR1_L	Randic-like eigenvector-based index from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
378	VR2_L	normalized Randic-like eigenvector-based index from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
379	VR3_L	logarithmic Randic-like eigenvector-based index from Laplace matrix	2D matrix-based descriptors	Laplace matrix (L)	
380	AVS_X	average vertex sum from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
381	H_X	Harary-like index from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
382	Chi_X	Randic-like index from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
383	ChiA_X	average Randic-like index from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
384	J_X	Balaban-like index from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
385	HyWi_X	hyper-Wiener-like index (log function) from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
386	SpPos_X	spectral positive sum from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
387	SpPosA_X	normalized spectral positive sum from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
388	SpPosLog_X	logarithmic spectral positive sum from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
389	SpMax_X	leading eigenvalue from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
390	SpMaxA_X	normalized leading eigenvalue from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
391	SpDiam_X	spectral diameter from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
392	SpAD_X	spectral absolute deviation from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
393	SpMAD_X	spectral mean absolute deviation from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
394	Ho_X	Hosoya-like index (log function) from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
395	EE_X	Estrada-like index (log function) from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
396	SM2_X	spectral moment of order 2 from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
397	SM3_X	spectral moment of order 3 from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
398	SM4_X	spectral moment of order 4 from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
399	SM5_X	spectral moment of order 5 from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
400	SM6_X	spectral moment of order 6 from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
401	VE1_X	coefficient sum of the last eigenvector (absolute values) from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
402	VE2_X	average coefficient of the last eigenvector (absolute values) from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
403	VE3_X	logarithmic coefficient sum of the last eigenvector (absolute values) from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
404	VE1sign_X	coefficient sum of the last eigenvector from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
405	VE2sign_X	average coefficient of the last eigenvector from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
406	VE3sign_X	logarithmic coefficient sum of the last eigenvector from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
407	VR1_X	Randic-like eigenvector-based index from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
408	VR2_X	normalized Randic-like eigenvector-based index from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
409	VR3_X	logarithmic Randic-like eigenvector-based index from chi matrix	2D matrix-based descriptors	Chi matrix (X)	
410	Wi_H2	Wiener-like index from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
411	WiA_H2	average Wiener-like index from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
412	AVS_H2	average vertex sum from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
413	Chi_H2	Randic-like index from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
414	ChiA_H2	average Randic-like index from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
415	J_H2	Balaban-like index from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
416	HyWi_H2	hyper-Wiener-like index (log function) from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
417	SpPos_H2	spectral positive sum from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
418	SpPosA_H2	normalized spectral positive sum from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
419	SpPosLog_H2	logarithmic spectral positive sum from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
420	SpMax_H2	leading eigenvalue from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
421	SpMaxA_H2	normalized leading eigenvalue from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
422	SpDiam_H2	spectral diameter from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
423	SpAD_H2	spectral absolute deviation from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
424	SpMAD_H2	spectral mean absolute deviation from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
425	Ho_H2	Hosoya-like index (log function) from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
426	EE_H2	Estrada-like index (log function) from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
427	SM2_H2	spectral moment of order 2 from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
428	SM3_H2	spectral moment of order 3 from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
429	SM4_H2	spectral moment of order 4 from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
430	SM5_H2	spectral moment of order 5 from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
431	SM6_H2	spectral moment of order 6 from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
432	VE1_H2	coefficient sum of the last eigenvector (absolute values) from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
433	VE2_H2	average coefficient of the last eigenvector (absolute values) from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
434	VE3_H2	logarithmic coefficient sum of the last eigenvector (absolute values) from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
435	VE1sign_H2	coefficient sum of the last eigenvector from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
436	VE2sign_H2	average coefficient of the last eigenvector from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
437	VE3sign_H2	logarithmic coefficient sum of the last eigenvector from reciprocal squared distance matrix	2D matrix-based descriptors	Reciprocal squared distance matrix (H2)	
