No.	NAME	WHALES00_Rem	WHALES10_Rem	WHALES20_Rem	WHALES30_Rem	WHALES40_Rem	WHALES50_Rem	WHALES60_Rem	WHALES70_Rem	WHALES80_Rem	WHALES90_Rem	WHALES100_Rem	WHALES00_Isol	WHALES10_Isol	WHALES20_Isol	WHALES30_Isol	WHALES40_Isol	WHALES50_Isol	WHALES60_Isol	WHALES70_Isol	WHALES80_Isol	WHALES90_Isol	WHALES100_Isol	WHALES00_IR	WHALES10_IR	WHALES20_IR	WHALES30_IR	WHALES40_IR	WHALES50_IR	WHALES70_IR	WHALES80_IR	WHALES90_IR	WHALES100_IR
351	Penicillin N	-3.18	-1.661	-1.432	-1.335	-1	-0.573	0.6	0.787	0.814	0.99	1.628	-0.43	-0.234	-0.188	-0.125	-0.09	-0.061	0.08	0.107	0.17	0.222	0.292	-0.642	-0.197	-0.147	-0.119	-0.083	-0.025	0.132	0.249	0.289	0.372
352	Carbenicillin	-3.605	-2.609	-1.739	-1.35	-1.095	-0.92	-0.558	0.442	0.636	0.771	1.316	-0.256	-0.204	-0.189	-0.151	-0.13	-0.089	-0.05	0.072	0.081	0.095	0.368	-0.292	-0.227	-0.195	-0.122	-0.058	-0.049	0.081	0.103	0.162	0.908
353	Ceftizoxime	-2.608	-1.383	-1.134	-0.989	-0.684	-0.491	0.528	0.586	0.849	1.115	2.217	-0.201	-0.165	-0.109	-0.098	-0.084	-0.019	0.06	0.07	0.122	0.158	0.177	-0.305	-0.169	-0.125	-0.09	-0.059	-0.017	0.073	0.147	0.238	0.354
354	Cefazolin	-3.208	-2.039	-1.333	-1.014	-0.901	-0.676	0.206	0.614	0.881	1.035	2.204	-0.191	-0.14	-0.118	-0.105	-0.096	-0.071	0.039	0.075	0.101	0.111	0.153	-0.22	-0.179	-0.14	-0.088	-0.069	-0.043	0.077	0.11	0.156	0.301
355	Moxalactam	-2.171	-1.614	-1.333	-0.992	-0.896	-0.669	-0.285	0.494	0.712	1.316	3.128	-0.174	-0.133	-0.104	-0.099	-0.081	-0.065	-0.031	0.064	0.097	0.123	0.16	-0.508	-0.157	-0.112	-0.085	-0.072	-0.06	0.035	0.136	0.197	0.476
356	Moxalactam	-2.385	-1.863	-1.207	-1.116	-0.835	-0.572	-0.311	0.485	0.722	1.153	2.146	-0.2	-0.114	-0.102	-0.086	-0.065	-0.045	-0.012	0.051	0.09	0.101	0.156	-0.644	-0.167	-0.133	-0.081	-0.065	-0.023	0.046	0.07	0.23	0.275
357	Carbenicillin	-3.601	-2.496	-1.982	-1.408	-1.119	-0.966	-0.53	0.328	0.568	0.803	1.311	-0.279	-0.237	-0.182	-0.152	-0.128	-0.089	-0.047	0.082	0.136	0.196	0.297	-0.379	-0.224	-0.149	-0.099	-0.08	-0.06	0.078	0.184	0.303	1.046
358	Cephaloridine	-4.061	-2.295	-1.412	-0.999	-0.683	0.399	0.634	0.881	0.997	1.51	2.221	-0.264	-0.188	-0.146	-0.131	-0.106	0.054	0.083	0.105	0.121	0.153	0.275	-0.355	-0.158	-0.103	-0.085	-0.065	0.04	0.111	0.154	0.229	0.627
359	Aztreonam	-2.4	-1.612	-1.369	-0.945	-0.868	-0.554	-0.256	0.555	0.685	1	1.436	-0.261	-0.15	-0.124	-0.091	-0.083	-0.073	-0.023	0.066	0.089	0.12	0.212	-0.276	-0.165	-0.106	-0.091	-0.084	-0.059	0.072	0.127	0.202	0.236
360	Ampicillin	-3.216	-2.353	-1.833	-1.724	-1.151	-0.911	-0.684	0.401	0.563	0.797	1.146	-0.367	-0.269	-0.232	-0.208	-0.163	-0.134	-0.101	0.044	0.085	0.111	0.319	-0.393	-0.231	-0.193	-0.181	-0.124	-0.078	0.055	0.125	0.136	0.699
361	Sulbenicillin	-3.845	-2.885	-2.004	-1.486	-1.19	-0.991	-0.607	0.413	0.592	0.753	1.909	-0.288	-0.228	-0.187	-0.163	-0.145	-0.114	-0.086	0.117	0.167	0.2	0.252	-0.699	-0.224	-0.161	-0.138	-0.081	-0.052	0.087	0.233	0.352	0.529
362	LY097964	-2.911	-1.501	-1.318	-1.167	-0.788	-0.497	0.485	0.59	0.768	1.043	2.802	-0.23	-0.174	-0.119	-0.082	-0.054	-0.04	0.065	0.096	0.119	0.144	0.25	-0.297	-0.171	-0.129	-0.091	-0.039	-0.024	0.118	0.141	0.223	0.429
363	Cefotaxime	-2.046	-1.465	-1.109	-0.907	-0.702	0.362	0.581	0.759	1.024	1.392	2.174	-0.266	-0.195	-0.141	-0.095	-0.042	0.03	0.084	0.122	0.139	0.173	0.254	-0.432	-0.215	-0.124	-0.073	-0.035	0.035	0.137	0.155	0.242	0.678
364	Carbenicillin	-2.887	-2.551	-1.664	-1.448	-1.096	-0.945	-0.579	0.377	0.595	0.844	1.486	-0.215	-0.206	-0.145	-0.136	-0.096	-0.074	-0.034	0.048	0.12	0.16	0.338	-0.263	-0.196	-0.136	-0.103	-0.072	-0.041	0.057	0.109	0.315	1.057
365	Penicillin N	-3.514	-1.661	-1.268	-1.152	-0.989	-0.595	0.625	0.74	0.833	1.19	1.738	-0.444	-0.239	-0.191	-0.128	-0.05	-0.035	0.04	0.088	0.147	0.206	0.38	-0.521	-0.232	-0.178	-0.15	-0.044	-0.017	0.088	0.2	0.264	0.515
366	LY097964	-3.165	-1.664	-1.569	-1.182	-0.82	-0.387	0.565	0.615	0.754	1.4	2.903	-0.194	-0.163	-0.132	-0.121	-0.089	-0.056	0.074	0.123	0.146	0.196	0.234	-0.62	-0.189	-0.09	-0.075	-0.062	-0.032	0.147	0.204	0.253	0.4
367	Nocardicin B	-1.912	-1.286	-1.046	-0.918	-0.696	-0.62	-0.352	0.329	0.771	1.045	1.674	-0.241	-0.157	-0.096	-0.081	-0.06	-0.04	-0.024	0.054	0.087	0.112	0.143	-0.472	-0.164	-0.138	-0.089	-0.066	-0.042	0.055	0.131	0.216	0.41
368	Cephalosporin C	-1.612	-1.257	-1.087	-1.044	-0.755	0.32	0.653	0.762	0.936	1.099	1.385	-0.191	-0.148	-0.131	-0.098	-0.077	0.081	0.097	0.111	0.122	0.145	0.211	-0.331	-0.167	-0.126	-0.091	-0.066	0.067	0.125	0.184	0.216	0.413
369	Nocardicin B	-2.677	-1.271	-1.171	-0.814	-0.741	-0.617	-0.452	0.591	0.627	0.74	1.684	-0.169	-0.079	-0.051	-0.046	-0.037	-0.028	-0.012	0.036	0.055	0.072	0.094	-0.219	-0.139	-0.067	-0.057	-0.039	-0.021	0.045	0.087	0.109	0.164
370	Nocardicin B	-2.363	-1.381	-1.104	-0.857	-0.622	-0.525	-0.271	0.518	0.692	0.893	1.503	-0.132	-0.113	-0.096	-0.073	-0.062	-0.045	-0.025	0.066	0.081	0.088	0.145	-0.452	-0.193	-0.131	-0.091	-0.057	-0.035	0.059	0.12	0.134	0.321
371	LY097964	-3.469	-1.895	-1.177	-1.013	-0.869	-0.564	0.527	0.637	0.752	1.222	3.616	-0.25	-0.171	-0.13	-0.094	-0.067	-0.051	0.069	0.097	0.133	0.166	0.297	-0.266	-0.17	-0.147	-0.076	-0.05	-0.021	0.1	0.127	0.238	0.656
372	Cefamandole	-3.279	-2.235	-1.756	-1.314	-0.989	-0.777	-0.367	0.485	0.773	0.895	2.441	-0.26	-0.174	-0.14	-0.134	-0.115	-0.104	-0.073	0.059	0.097	0.125	0.146	-0.5	-0.19	-0.139	-0.11	-0.101	-0.075	0.054	0.119	0.17	0.45
373	Sulbenicillin	-3.57	-2.893	-2.114	-1.432	-1.134	-0.987	-0.544	0.387	0.627	0.697	1.596	-0.303	-0.22	-0.194	-0.163	-0.149	-0.133	-0.082	0.078	0.13	0.21	0.316	-0.366	-0.23	-0.188	-0.122	-0.093	-0.073	0.064	0.251	0.325	0.546
374	Sulbenicillin	-3.066	-2.241	-1.482	-1.374	-1.248	-1.045	-0.679	0.464	0.645	0.726	1.138	-0.459	-0.243	-0.193	-0.159	-0.122	-0.094	-0.057	0.05	0.131	0.171	0.192	-0.7	-0.267	-0.181	-0.126	-0.1	-0.045	0.067	0.18	0.234	0.413
375	LY097964	-2.639	-1.678	-1.321	-0.908	-0.808	-0.507	0.513	0.597	0.851	1.211	2.277	-0.233	-0.178	-0.135	-0.112	-0.097	-0.076	0.117	0.125	0.132	0.163	0.205	-0.433	-0.212	-0.119	-0.1	-0.08	-0.043	0.12	0.178	0.256	0.472
376	Carbenicillin	-3.037	-2.401	-1.76	-1.389	-1.142	-0.951	-0.566	0.35	0.572	0.787	1.386	-0.245	-0.203	-0.175	-0.133	-0.107	-0.083	-0.051	0.074	0.141	0.156	0.33	-0.358	-0.178	-0.142	-0.092	-0.074	-0.051	0.082	0.197	0.274	1.208
377	Ceftazidime	-1.961	-1.28	-1.048	-0.875	-0.645	0.407	0.665	0.757	0.93	1.263	1.595	-0.184	-0.143	-0.133	-0.108	-0.068	0.033	0.044	0.064	0.088	0.14	0.192	-0.252	-0.172	-0.123	-0.089	-0.07	0.025	0.075	0.14	0.19	0.472
378	Moxalactam	-2.137	-1.728	-1.233	-1.04	-0.853	-0.628	-0.33	0.557	0.708	1.328	2.874	-0.246	-0.119	-0.108	-0.093	-0.078	-0.069	-0.041	0.06	0.085	0.103	0.131	-0.5	-0.166	-0.126	-0.11	-0.071	-0.043	0.046	0.082	0.174	0.252
379	Cephaloglycin	-3.119	-1.993	-1.64	-1.293	-0.899	-0.721	0.397	0.65	0.831	0.992	1.767	-0.344	-0.27	-0.215	-0.174	-0.153	-0.096	0.027	0.097	0.146	0.203	0.257	-0.592	-0.307	-0.187	-0.136	-0.089	-0.053	0.112	0.134	0.273	0.421
380	Cefazolin	-2.907	-1.899	-1.554	-1.281	-1.102	-0.741	0.256	0.629	0.901	1.359	2.098	-0.24	-0.191	-0.171	-0.136	-0.113	-0.096	0.016	0.088	0.144	0.195	0.221	-0.857	-0.205	-0.122	-0.1	-0.081	-0.057	0.064	0.173	0.238	0.495
381	Penicillin N	-2.078	-1.976	-1.26	-1.051	-0.665	-0.405	0.618	0.7	0.78	0.887	0.963	-0.348	-0.259	-0.227	-0.132	-0.113	-0.053	0.064	0.094	0.15	0.196	0.249	-0.827	-0.312	-0.157	-0.128	-0.067	-0.037	0.113	0.172	0.265	0.398
382	Aztreonam	-2.379	-1.406	-1.21	-1.12	-0.927	-0.603	-0.288	0.556	0.691	0.935	1.445	-0.313	-0.136	-0.103	-0.084	-0.077	-0.07	-0.032	0.06	0.09	0.112	0.183	-0.373	-0.161	-0.113	-0.086	-0.069	-0.054	0.069	0.136	0.171	0.271
383	Nocardicin B	-2.349	-1.25	-1.022	-0.929	-0.777	-0.647	-0.424	0.546	0.738	0.813	1.491	-0.092	-0.087	-0.083	-0.074	-0.056	-0.041	-0.014	0.039	0.06	0.081	0.103	-0.203	-0.119	-0.103	-0.078	-0.059	-0.035	0.039	0.084	0.117	0.198
384	Ceftriaxone	-2.382	-1.592	-1.242	-0.976	-0.825	-0.646	0.598	0.732	0.95	1.433	2.499	-0.313	-0.12	-0.091	-0.086	-0.054	-0.043	0.029	0.048	0.058	0.112	0.175	-0.537	-0.149	-0.073	-0.067	-0.053	-0.031	0.044	0.064	0.171	0.288
385	Cephaloridine	-4.085	-2.345	-1.409	-1.001	-0.698	0.4	0.623	0.894	1.005	1.57	2.23	-0.347	-0.17	-0.159	-0.133	-0.106	0.052	0.077	0.107	0.12	0.153	0.233	-0.366	-0.169	-0.133	-0.069	-0.054	0.04	0.112	0.136	0.229	0.628
386	Cefotaxime	-1.806	-1.442	-1.219	-0.931	-0.496	0.42	0.58	0.644	0.896	1.194	2.903	-0.195	-0.152	-0.103	-0.077	-0.05	0.04	0.063	0.087	0.106	0.123	0.181	-0.473	-0.14	-0.124	-0.065	-0.035	0.019	0.111	0.131	0.202	0.36
387	Cefmetazole	-2.063	-1.772	-1.366	-1.212	-0.769	-0.495	0.504	0.742	1.247	1.603	2.467	-0.267	-0.165	-0.143	-0.126	-0.099	-0.089	0.064	0.1	0.14	0.155	0.211	-0.291	-0.204	-0.136	-0.08	-0.074	-0.057	0.073	0.137	0.225	0.341
388	Aztreonam	-2.329	-1.585	-1.429	-1.107	-0.919	-0.551	-0.265	0.591	0.627	0.963	1.401	-0.25	-0.145	-0.103	-0.091	-0.082	-0.061	-0.034	0.044	0.081	0.117	0.148	-0.285	-0.147	-0.104	-0.085	-0.07	-0.056	0.068	0.12	0.178	0.232
389	Piperacillin	-4.07	-2.426	-1.564	-1.229	-1.136	-0.623	-0.409	0.648	0.856	1.062	1.953	-0.259	-0.187	-0.185	-0.102	-0.079	-0.063	-0.04	0.045	0.108	0.143	0.184	-0.452	-0.274	-0.126	-0.076	-0.047	-0.033	0.05	0.112	0.18	0.341
390	Aztreonam	-2.426	-1.444	-1.266	-1.148	-0.835	-0.526	-0.265	0.518	0.757	0.929	1.421	-0.321	-0.187	-0.117	-0.091	-0.073	-0.06	-0.031	0.057	0.079	0.115	0.218	-0.387	-0.186	-0.139	-0.104	-0.092	-0.055	0.072	0.127	0.161	0.255
391	Cefotaxime	-2.18	-1.519	-1.006	-0.879	-0.584	0.352	0.545	0.7	0.96	1.24	1.793	-0.217	-0.174	-0.115	-0.095	-0.061	0.06	0.084	0.115	0.131	0.169	0.219	-0.39	-0.193	-0.125	-0.073	-0.051	0.047	0.134	0.16	0.231	0.624
392	Moxalactam	-2.428	-2.028	-1.615	-0.996	-0.781	-0.572	-0.29	0.56	0.718	1.069	3.011	-0.204	-0.149	-0.108	-0.088	-0.069	-0.049	-0.013	0.05	0.084	0.095	0.125	-0.705	-0.193	-0.114	-0.097	-0.052	-0.029	0.045	0.091	0.148	0.355
393	Sulbenicillin	-3.196	-2.737	-2.045	-1.483	-1.164	-1.083	-0.626	0.466	0.62	0.719	1.607	-0.43	-0.243	-0.176	-0.144	-0.135	-0.124	-0.059	0.076	0.141	0.18	0.236	-0.786	-0.284	-0.155	-0.126	-0.086	-0.053	0.065	0.224	0.284	0.423
394	Ampicillin	-3.692	-3.193	-1.817	-1.604	-1.278	-1.019	-0.559	0.325	0.622	0.768	1.397	-0.366	-0.258	-0.207	-0.195	-0.178	-0.151	-0.121	0.068	0.128	0.197	0.307	-0.319	-0.242	-0.166	-0.157	-0.121	-0.09	0.084	0.185	0.265	1.024
395	Ceftazidime	-2.328	-1.618	-1.161	-0.886	-0.606	0.417	0.568	0.901	0.934	1.301	2.352	-0.187	-0.141	-0.108	-0.092	-0.062	0.023	0.065	0.086	0.096	0.147	0.191	-0.324	-0.124	-0.083	-0.074	-0.061	0.025	0.091	0.109	0.186	0.354
396	Cefazolin	-3.105	-1.87	-1.378	-1.103	-0.888	-0.654	0.16	0.622	0.984	1.118	2.494	-0.25	-0.178	-0.13	-0.117	-0.07	-0.049	0.03	0.082	0.108	0.13	0.197	-0.383	-0.187	-0.161	-0.093	-0.054	-0.032	0.075	0.123	0.191	0.362
397	LY097964	-3.016	-2.16	-1.147	-0.992	-0.914	-0.475	0.51	0.603	0.733	1.26	3.378	-0.254	-0.179	-0.103	-0.084	-0.071	-0.045	0.046	0.089	0.136	0.211	0.363	-0.319	-0.188	-0.089	-0.077	-0.054	-0.024	0.101	0.148	0.203	0.9
398	Aztreonam	-2.223	-1.405	-1.15	-1.087	-0.795	-0.583	-0.288	0.591	0.724	0.925	1.368	-0.337	-0.154	-0.113	-0.089	-0.086	-0.075	-0.032	0.053	0.085	0.1	0.162	-0.475	-0.169	-0.123	-0.082	-0.072	-0.063	0.063	0.121	0.165	0.264
399	Nocardicin B	-1.578	-1.3	-1.092	-0.919	-0.792	-0.637	-0.507	0.69	0.778	0.837	1.22	-0.127	-0.096	-0.075	-0.064	-0.06	-0.039	-0.012	0.031	0.066	0.103	0.137	-0.198	-0.12	-0.092	-0.081	-0.062	-0.03	0.03	0.093	0.138	0.277
400	Cefacetrile	-3.095	-1.508	-0.994	-0.824	-0.425	0.48	0.695	0.864	1.062	1.198	1.845	-0.236	-0.174	-0.159	-0.139	-0.111	0.054	0.092	0.128	0.146	0.16	0.235	-0.519	-0.238	-0.169	-0.11	-0.047	0.044	0.134	0.153	0.213	0.873
401	Ceftizoxime	-3.203	-1.628	-1.185	-0.858	-0.697	-0.576	0.482	0.652	0.917	1.219	2.766	-0.259	-0.146	-0.122	-0.105	-0.086	-0.021	0.086	0.123	0.136	0.162	0.214	-0.381	-0.188	-0.14	-0.088	-0.063	-0.017	0.114	0.149	0.289	0.483
402	Cefotaxime	-1.891	-1.599	-1.174	-0.992	-0.442	0.343	0.573	0.647	0.99	1.256	2.755	-0.198	-0.144	-0.093	-0.085	-0.056	0.057	0.089	0.101	0.115	0.156	0.21	-0.331	-0.158	-0.113	-0.075	-0.045	0.035	0.125	0.161	0.266	0.525
403	Cefmetazole	-3.232	-1.446	-1.117	-1	-0.937	-0.316	0.461	0.541	0.903	2.085	2.801	-0.194	-0.144	-0.124	-0.113	-0.09	-0.056	0.07	0.117	0.13	0.154	0.175	-0.364	-0.183	-0.129	-0.096	-0.083	-0.031	0.073	0.202	0.268	0.334
404	BL-S217	-1.838	-1.56	-1.039	-0.742	0.393	0.667	0.888	1.024	1.247	1.662	2.389	-0.235	-0.173	-0.12	-0.092	0.05	0.074	0.09	0.103	0.107	0.176	0.296	-0.36	-0.188	-0.137	-0.054	0.036	0.046	0.098	0.159	0.251	0.501
405	Ceftriaxone	-2.255	-1.474	-1.311	-0.937	-0.822	-0.588	0.407	0.693	0.81	1.124	2.328	-0.193	-0.134	-0.101	-0.09	-0.064	-0.052	0.025	0.036	0.069	0.094	0.171	-0.588	-0.155	-0.113	-0.072	-0.056	-0.04	0.051	0.066	0.12	0.522
406	Ceftriaxone	-2.718	-1.998	-1.362	-1.045	-0.876	-0.598	0.571	0.808	1.051	1.46	3.67	-0.334	-0.206	-0.178	-0.096	-0.039	-0.022	0.028	0.052	0.087	0.166	0.279	-0.677	-0.179	-0.133	-0.054	-0.036	-0.018	0.043	0.094	0.191	0.437
407	Cefaclor	-3.657	-2.6	-1.921	-1.397	-1.234	-0.782	-0.459	0.597	0.734	0.868	2.045	-0.277	-0.231	-0.204	-0.162	-0.143	-0.131	-0.057	0.088	0.108	0.161	0.242	-0.426	-0.25	-0.178	-0.113	-0.074	-0.046	0.072	0.134	0.221	0.33
408	Cefotaxime	-2.011	-1.622	-1.089	-0.858	-0.594	0.466	0.605	0.698	0.906	1.419	2.635	-0.228	-0.169	-0.126	-0.082	-0.063	0.033	0.087	0.093	0.105	0.128	0.181	-0.357	-0.197	-0.116	-0.079	-0.036	0.021	0.112	0.126	0.197	0.282
409	Piperacillin	-4.213	-2.405	-1.531	-1.274	-1.046	-0.73	-0.339	0.58	0.892	1.097	1.948	-0.245	-0.205	-0.117	-0.081	-0.072	-0.059	-0.023	0.046	0.082	0.122	0.311	-0.302	-0.161	-0.113	-0.08	-0.056	-0.028	0.058	0.088	0.124	0.574
410	Carbenicillin	-2.933	-2.442	-1.599	-1.528	-1.137	-0.924	-0.604	0.371	0.619	0.886	1.408	-0.276	-0.192	-0.149	-0.137	-0.121	-0.079	-0.044	0.053	0.129	0.185	0.359	-0.333	-0.193	-0.131	-0.103	-0.072	-0.05	0.059	0.108	0.316	1.214
411	Penicillin N	-5.816	-1.949	-1.397	-1.053	-0.76	-0.347	0.483	0.703	0.792	0.881	2.648	-0.313	-0.214	-0.158	-0.128	-0.07	-0.043	0.06	0.087	0.13	0.169	0.321	-0.788	-0.227	-0.175	-0.07	-0.036	-0.029	0.093	0.128	0.271	0.403
412	Moxalactam	-2.201	-1.576	-1.317	-0.963	-0.894	-0.694	-0.278	0.491	0.699	1.315	3.127	-0.177	-0.133	-0.102	-0.096	-0.082	-0.064	-0.027	0.066	0.095	0.117	0.151	-0.531	-0.147	-0.111	-0.089	-0.079	-0.059	0.038	0.131	0.193	0.457
413	Ceftizoxime	-2.682	-1.504	-1.248	-1.057	-0.763	-0.417	0.522	0.602	0.808	1.127	3.037	-0.215	-0.168	-0.147	-0.083	-0.069	-0.036	0.063	0.099	0.11	0.161	0.345	-0.351	-0.184	-0.128	-0.084	-0.056	-0.023	0.095	0.153	0.233	0.656
414	Penicillin N	-4.289	-1.476	-1.364	-1.114	-0.749	-0.394	0.666	0.708	0.757	0.892	1.592	-0.287	-0.232	-0.205	-0.143	-0.1	-0.049	0.098	0.126	0.159	0.179	0.286	-0.75	-0.236	-0.157	-0.094	-0.068	-0.047	0.157	0.179	0.233	0.536
415	Carbenicillin	-3.689	-2.729	-1.594	-1.366	-1.08	-0.97	-0.462	0.421	0.701	0.809	1.514	-0.242	-0.183	-0.149	-0.108	-0.076	-0.038	-0.02	0.039	0.07	0.104	0.371	-0.618	-0.224	-0.101	-0.068	-0.039	-0.018	0.052	0.084	0.165	0.819
416	Cefoxitin	-4.274	-2.401	-1.486	-1.157	-0.798	-0.46	0.537	0.668	0.823	1.131	2.688	-0.249	-0.17	-0.145	-0.113	-0.101	-0.046	0.044	0.081	0.124	0.145	0.186	-0.488	-0.203	-0.09	-0.075	-0.047	-0.04	0.087	0.13	0.24	0.463
417	Cefazolin	-4.192	-2.241	-1.612	-1.313	-0.981	-0.903	0.252	0.543	0.953	1.586	2.581	-0.431	-0.232	-0.157	-0.137	-0.088	-0.07	0.02	0.069	0.11	0.152	0.278	-0.525	-0.203	-0.159	-0.077	-0.066	-0.039	0.045	0.115	0.19	0.665
418	Cephalothin	-4.409	-2.37	-1.408	-1.011	-0.903	-0.034	0.579	0.745	0.99	1.149	1.684	-0.259	-0.154	-0.102	-0.075	-0.053	0.003	0.054	0.08	0.115	0.135	0.23	-0.541	-0.18	-0.075	-0.057	-0.016	0.012	0.089	0.113	0.179	0.815
419	Penicillin N	-2.719	-1.625	-1.511	-1.275	-0.98	-0.576	0.564	0.787	0.867	1.078	1.578	-0.29	-0.242	-0.2	-0.165	-0.107	-0.069	0.103	0.154	0.178	0.224	0.356	-0.661	-0.175	-0.154	-0.131	-0.111	-0.04	0.174	0.226	0.322	0.4
420	Cefoxitin	-4.76	-2.666	-1.388	-1.124	-0.813	-0.482	0.534	0.654	0.811	1.131	2.799	-0.265	-0.192	-0.133	-0.113	-0.104	-0.067	0.05	0.103	0.133	0.15	0.199	-0.488	-0.194	-0.106	-0.076	-0.057	-0.034	0.084	0.149	0.238	0.436
421	Ceftizoxime	-2.795	-2.097	-1.239	-0.847	-0.633	-0.291	0.494	0.685	0.904	1.392	2.994	-0.236	-0.169	-0.156	-0.114	-0.08	-0.052	0.066	0.113	0.183	0.213	0.263	-0.462	-0.238	-0.095	-0.079	-0.066	-0.034	0.157	0.222	0.279	0.337
422	LY097964	-3.613	-1.893	-1.492	-1.081	-0.802	-0.554	0.542	0.66	0.7	1.341	2.886	-0.253	-0.182	-0.086	-0.065	-0.049	-0.028	0.027	0.064	0.078	0.148	0.33	-0.262	-0.166	-0.144	-0.041	-0.033	-0.019	0.049	0.102	0.164	0.592
423	Cefamandole	-3.299	-1.689	-1.537	-1.158	-0.991	-0.921	-0.598	0.53	0.814	1.189	2.522	-0.21	-0.181	-0.159	-0.13	-0.117	-0.104	-0.083	0.105	0.123	0.146	0.171	-0.479	-0.197	-0.148	-0.103	-0.084	-0.064	0.078	0.115	0.15	0.314
424	Cefaclor	-2.657	-2.152	-1.777	-1.517	-1.149	-0.745	-0.569	0.563	0.775	0.985	1.639	-0.363	-0.258	-0.231	-0.192	-0.154	-0.122	-0.042	0.065	0.13	0.171	0.226	-0.438	-0.227	-0.188	-0.125	-0.098	-0.063	0.087	0.134	0.229	0.353
425	Cefamandole	-2.409	-2.226	-1.632	-1.375	-1.19	-0.964	-0.398	0.475	0.644	1.054	3.056	-0.288	-0.212	-0.176	-0.123	-0.117	-0.103	-0.086	0.107	0.161	0.201	0.29	-1.106	-0.209	-0.118	-0.082	-0.076	-0.067	0.077	0.231	0.29	0.347
426	Penicillin N	-3.374	-1.578	-1.193	-1.086	-0.858	-0.414	0.656	0.803	0.86	0.989	1.461	-0.348	-0.244	-0.181	-0.124	-0.072	-0.041	0.065	0.084	0.119	0.135	0.265	-0.609	-0.311	-0.179	-0.068	-0.047	-0.03	0.091	0.129	0.17	0.584
427	Cefotaxime	-2.531	-1.346	-0.99	-0.861	-0.724	0.419	0.609	0.761	0.944	1.43	1.793	-0.29	-0.128	-0.092	-0.061	-0.051	0.035	0.071	0.094	0.128	0.135	0.186	-0.253	-0.177	-0.107	-0.061	-0.027	0.024	0.108	0.145	0.182	0.332
428	Cefoxitin	-1.805	-1.697	-1.46	-1.168	-0.897	-0.525	0.516	0.567	0.856	1.374	2.351	-0.342	-0.239	-0.166	-0.139	-0.113	-0.056	0.038	0.07	0.1	0.138	0.224	-0.227	-0.188	-0.144	-0.11	-0.093	-0.063	0.083	0.143	0.212	0.393
429	Cephalothin	-2.806	-1.866	-1.489	-1.129	-0.955	0.023	0.59	0.758	1.009	1.285	1.727	-0.34	-0.164	-0.145	-0.135	-0.118	-0.014	0.099	0.109	0.121	0.137	0.204	-0.427	-0.179	-0.123	-0.099	-0.066	-0.008	0.096	0.148	0.263	0.408
430	Cefuroxime	-2.103	-1.474	-1.291	-1.046	-0.777	-0.548	0.492	0.612	0.86	1.153	2.727	-0.265	-0.143	-0.138	-0.105	-0.06	-0.032	0.063	0.072	0.102	0.168	0.207	-0.26	-0.171	-0.107	-0.073	-0.065	-0.025	0.088	0.11	0.199	0.368
431	Nocardicin B	-1.646	-1.268	-1.079	-0.963	-0.903	-0.558	-0.443	0.697	0.755	0.913	1.319	-0.138	-0.089	-0.074	-0.068	-0.06	-0.042	-0.018	0.045	0.076	0.098	0.113	-0.193	-0.121	-0.094	-0.078	-0.055	-0.038	0.06	0.076	0.137	0.179
432	Cephaloglycin	-3.251	-2.103	-1.479	-1.088	-0.918	-0.742	0.364	0.621	0.838	0.956	1.738	-0.323	-0.236	-0.198	-0.16	-0.12	-0.074	0.032	0.073	0.107	0.153	0.188	-0.416	-0.234	-0.147	-0.113	-0.073	-0.04	0.092	0.114	0.169	0.616
433	Ofloxacin	-2.438	-1.278	-0.985	-0.612	0.252	0.393	0.528	0.708	1.384	2.505	3.624	-0.34	-0.125	-0.059	-0.041	0.017	0.031	0.038	0.054	0.061	0.079	0.164	-0.293	-0.104	-0.071	-0.041	0.008	0.021	0.074	0.094	0.142	0.254
434	Ceftizoxime	-2.871	-1.522	-1.245	-0.922	-0.64	-0.546	0.515	0.673	0.931	1.179	2.33	-0.243	-0.146	-0.082	-0.077	-0.067	-0.026	0.032	0.057	0.113	0.13	0.163	-0.381	-0.207	-0.106	-0.063	-0.039	-0.02	0.064	0.109	0.209	0.352
435	Ceftizoxime	-2.504	-1.583	-1.142	-1.068	-0.725	-0.5	0.531	0.604	0.845	1.138	1.946	-0.182	-0.155	-0.11	-0.085	-0.07	-0.019	0.066	0.1	0.128	0.179	0.195	-0.351	-0.16	-0.102	-0.071	-0.043	-0.017	0.088	0.206	0.26	0.347
436	Cephalexin	-3.264	-2.857	-1.985	-1.756	-1.302	-0.831	-0.49	0.461	0.666	0.839	2.882	-0.289	-0.208	-0.183	-0.149	-0.125	-0.115	-0.073	0.044	0.085	0.141	0.271	-0.625	-0.208	-0.138	-0.088	-0.07	-0.045	0.051	0.093	0.166	0.344
437	Cephalexin	-3.293	-2.807	-2.236	-1.509	-1.263	-0.839	-0.66	0.52	0.701	0.902	2.906	-0.35	-0.253	-0.21	-0.198	-0.176	-0.138	-0.098	0.047	0.124	0.183	0.277	-0.363	-0.302	-0.236	-0.118	-0.104	-0.059	0.048	0.129	0.244	0.52
