No.	NAME	CATS2D_02_DD	CATS2D_03_DD	CATS2D_04_DD	CATS2D_06_DD	CATS2D_07_DD	CATS2D_09_DD	CATS2D_02_DA	CATS2D_03_DA	CATS2D_04_DA	CATS2D_05_DA	CATS2D_06_DA	CATS2D_07_DA	CATS2D_08_DA	CATS2D_09_DA	CATS2D_00_DP	CATS2D_03_DP	CATS2D_06_DP	CATS2D_04_DN	CATS2D_05_DN	CATS2D_06_DN	CATS2D_07_DN	CATS2D_09_DN	CATS2D_02_DL	CATS2D_03_DL	CATS2D_04_DL	CATS2D_05_DL	CATS2D_06_DL	CATS2D_07_DL	CATS2D_08_DL	CATS2D_09_DL	CATS2D_02_AA	CATS2D_03_AA	CATS2D_04_AA	CATS2D_05_AA	CATS2D_06_AA	CATS2D_07_AA	CATS2D_08_AA	CATS2D_09_AA	CATS2D_02_AP	CATS2D_03_AP	CATS2D_04_AP	CATS2D_05_AP	CATS2D_06_AP	CATS2D_07_AP	CATS2D_08_AP	CATS2D_09_AP	CATS2D_02_AN	CATS2D_03_AN	CATS2D_04_AN	CATS2D_05_AN	CATS2D_06_AN	CATS2D_07_AN	CATS2D_08_AN	CATS2D_09_AN	CATS2D_02_AL	CATS2D_03_AL	CATS2D_04_AL	CATS2D_05_AL	CATS2D_06_AL	CATS2D_07_AL	CATS2D_08_AL	CATS2D_09_AL	CATS2D_00_PP	CATS2D_03_PN	CATS2D_05_PN	CATS2D_09_PN	CATS2D_03_PL	CATS2D_04_PL	CATS2D_05_PL	CATS2D_06_PL	CATS2D_07_PL	CATS2D_08_PL	CATS2D_09_PL	CATS2D_02_NL	CATS2D_03_NL	CATS2D_04_NL	CATS2D_05_NL	CATS2D_06_NL	CATS2D_07_NL	CATS2D_08_NL	CATS2D_09_NL	CATS2D_00_LL	CATS2D_01_LL	CATS2D_03_LL	CATS2D_04_LL	CATS2D_05_LL	CATS2D_06_LL	CATS2D_07_LL	CATS2D_08_LL	CATS2D_09_LL	SHED_DA	SHED_DP	SHED_DN	SHED_DL	SHED_AA	SHED_AP	SHED_AN	SHED_AL	SHED_PP	SHED_PN	SHED_PL	SHED_NL	SHED_LL
45	Cefuroxime	0	0	0	0	0	1	3	3	2	0	3	3	1	1	1	0	0	0	0	1	1	0	0	1	2	2	1	0	0	0	3	4	4	6	4	6	3	3	2	0	0	0	1	2	1	0	1	1	0	2	0	1	1	1	5	3	7	5	2	5	3	2	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	4	1	0	0	0	0	1	1	1	9.00640025680409	1	2	5.65685424949238	11.6649102943897	6.59753955386447	6.6138052152402	10.9533584700698	0	1	4	4	6
46	Imipenem	1	0	0	0	0	1	0	0	2	0	1	4	2	3	2	0	0	0	0	0	2	1	2	1	1	2	1	2	0	2	2	2	2	2	0	2	0	0	0	0	0	0	1	2	2	3	1	1	0	1	0	1	0	0	5	1	8	3	1	2	0	0	2	0	0	1	1	0	2	0	2	0	2	0	0	2	1	0	1	0	0	4	0	0	2	0	1	0	0	0	6.10748003888746	3	1.88988157484231	7.55952629936924	5	5.45069178784675	4	4.60659797139501	1	2	4.75682846001088	2.82842712474619	2.7494592739972
47	Cefmetazole	0	0	0	0	0	0	2	2	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	5	4	1	4	5	6	9	6	0	0	0	0	0	0	0	0	1	1	0	1	1	2	3	0	4	7	5	9	5	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	4	0	0	1	0	1	0	1	0	4.92422400177354	0	1	2.82842712474619	12.1949629385702	0	6.26120069029542	8.80136675068247	0	0	0	2.82842712474619	4.7622031559046
48	Ceftazidime	0	0	0	1	0	0	2	3	2	1	4	3	0	4	1	0	1	0	0	1	1	1	1	1	0	2	2	0	2	3	3	6	6	6	3	8	2	3	1	0	1	3	3	0	0	5	2	2	1	2	0	2	1	1	8	9	4	5	7	8	9	7	2	0	1	1	1	1	0	0	0	2	1	0	3	0	1	0	2	2	0	8	2	0	2	1	2	3	1	2	8.15208513671111	3	4	9.20756407058823	11.0531861839831	8.5796374541035	8.91086208937436	13.4107470514106	1	4	8.72406186132206	8.17171598155044	11.7377996521076
49	Cefoperazone	0	1	0	1	1	0	3	3	1	4	5	3	4	4	0	0	0	0	0	1	0	1	3	6	5	3	1	2	1	0	8	6	1	8	2	8	16	2	0	0	0	0	0	0	0	0	1	1	0	1	0	2	3	0	7	7	11	15	10	12	12	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	9	4	2	1	0	1	2	3	3	12.9819293405694	0	3	8.86468765485763	14.7913826599334	0	7.44510156018509	15.0569656310005	0	0	0	5.66964472452693	11.6425597168239
50	Imipenem	1	0	0	0	0	1	0	0	2	0	1	4	2	3	2	0	0	0	0	0	2	1	2	1	1	2	1	2	0	2	2	2	2	2	0	2	0	0	0	0	0	0	1	2	2	3	1	1	0	1	0	1	0	0	5	1	8	3	1	2	0	0	2	0	0	1	1	0	2	0	2	0	2	0	0	2	1	0	1	0	0	4	0	0	2	0	1	0	0	0	6.10748003888746	3	1.88988157484231	7.55952629936924	5	5.45069178784675	4	4.60659797139501	1	2	4.75682846001088	2.82842712474619	2.7494592739972
51	Ofloxacin	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	2	6	1	1	2	2	0	0	1	0	0	1	1	0	1	1	0	2	0	0	1	1	0	7	5	4	3	5	0	0	0	1	0	0	0	0	0	0	1	1	0	2	1	0	1	1	1	0	0	0	4	1	1	2	1	0	0	0	0	4.7622031559046	0	1	2.82842712474619	5.5516075873073	4.7622031559046	3.789291416276	4.81396937212112	0	1	2.82842712474619	4	4.7622031559046
52	Nocardicin B	0	0	1	0	0	1	1	3	2	0	3	6	1	1	0	0	0	0	0	1	1	0	2	4	5	5	2	2	0	3	3	3	1	6	4	6	3	2	0	2	1	0	0	0	0	0	2	1	0	2	0	1	1	1	7	14	15	10	4	9	12	11	1	1	0	0	0	0	0	2	2	1	0	0	2	2	2	0	2	2	2	11	8	4	2	2	1	0	1	4	11.203810480349	1.88988157484231	4.7622031559046	11.5516367669906	15.1314209485917	6.64449194422446	11.930789796909	14.5722465682922	0	2	6.64449194422446	11.7154519838396	10.9593246043387
53	SCE-796	0	0	0	0	0	0	2	2	2	1	2	1	0	1	1	0	0	1	0	1	0	0	2	4	2	3	1	1	0	3	3	2	3	7	1	4	2	2	1	0	1	4	1	0	0	2	2	1	1	2	0	2	1	0	9	8	9	11	7	13	10	9	2	0	1	0	3	1	0	0	1	0	2	1	2	2	3	1	3	2	2	12	9	5	3	2	3	4	3	3	11.3392894490539	3	4	11.4879956977649	10.214440523027	7.91305159872434	7.8547059211547	14.1928368818852	1	4	12.4393757955369	12.1711074699403	13.8011109484945
54	Cefsulodin	0	0	0	0	0	0	2	2	3	1	2	1	0	1	1	0	0	1	0	1	0	0	1	4	2	3	1	1	0	3	5	2	4	7	1	6	2	2	1	0	1	4	1	0	0	2	3	1	1	2	0	2	1	0	6	9	11	11	8	14	8	9	2	0	1	0	3	1	0	0	1	0	1	0	2	2	3	1	3	1	2	11	8	3	2	1	3	3	3	3	10.9013835756935	3	4	10.4890017909906	10.0186302800077	7.7009621056504	7.41038978946119	14.1361604837533	1	4	11.4400990749803	11.1712178946144	13.2575676456999
55	SCE-796	0	0	0	0	0	0	2	2	2	1	2	1	0	1	1	0	0	1	0	1	0	0	2	4	2	3	1	1	0	3	3	2	3	7	1	4	2	2	1	0	1	4	1	0	0	2	2	1	1	2	0	2	1	0	9	8	9	11	7	13	10	9	2	0	1	0	3	1	0	0	1	0	2	1	2	2	3	1	3	2	2	12	9	5	3	2	3	4	3	3	11.3392894490539	3	4	11.4879956977649	10.214440523027	7.91305159872434	7.8547059211547	14.1928368818852	1	4	12.4393757955369	12.1711074699403	13.8011109484945
56	Ceftazidime	0	0	0	1	0	0	2	3	2	1	4	3	0	4	1	0	1	0	0	1	1	1	1	1	0	2	2	0	2	3	3	6	6	6	3	8	2	3	1	0	1	3	3	0	0	5	2	2	1	2	0	2	1	1	8	9	4	5	7	8	9	7	2	0	1	1	1	1	0	0	0	2	1	0	3	0	1	0	2	2	0	8	2	0	2	1	2	3	1	2	8.15208513671111	3	4	9.20756407058823	11.0531861839831	8.5796374541035	8.91086208937436	13.4107470514106	1	4	8.72406186132206	8.17171598155044	11.7377996521076
57	Cefoperazone	0	1	0	1	1	0	3	3	1	4	5	3	4	4	0	0	0	0	0	1	0	1	3	6	5	3	1	2	1	0	8	6	1	8	2	8	16	2	0	0	0	0	0	0	0	0	1	1	0	1	0	2	3	0	7	7	11	15	10	12	12	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	9	4	2	1	0	1	2	3	3	12.9819293405694	0	3	8.86468765485763	14.7913826599334	0	7.44510156018509	15.0569656310005	0	0	0	5.66964472452693	11.6425597168239
58	Aztreonam	0	0	0	1	0	0	2	3	2	4	2	2	0	4	1	0	1	0	1	0	1	1	1	1	0	1	2	0	2	1	8	4	8	2	2	11	3	6	1	0	0	1	2	0	0	4	4	1	2	0	0	3	1	2	4	6	5	3	5	2	4	4	1	0	0	1	0	0	0	0	0	2	1	0	2	1	0	0	0	1	0	4	0	0	0	0	0	2	1	2	7.65424472120392	1	4	5.65685424949238	9.20658065168762	4.34115281760506	7.15908664099259	9.60576646174869	0	2	2.82842712474619	4.75682846001088	3.77976314968462
59	Imipenem	1	0	0	0	0	1	0	0	2	0	1	4	2	3	2	0	0	0	0	0	2	1	2	1	1	2	1	2	0	2	2	2	2	2	0	2	0	0	0	0	0	0	1	2	2	3	1	1	0	1	0	1	0	0	5	1	8	3	1	2	0	0	2	0	0	1	1	0	2	0	2	0	2	0	0	2	1	0	1	0	0	4	0	0	2	0	1	0	0	0	6.10748003888746	3	1.88988157484231	7.55952629936924	5	5.45069178784675	4	4.60659797139501	1	2	4.75682846001088	2.82842712474619	2.7494592739972
60	Moxalactam	0	0	0	0	1	0	2	3	2	0	2	4	0	3	0	0	0	1	0	1	1	0	3	3	3	4	0	1	0	0	7	5	4	7	8	17	8	5	0	0	0	0	0	0	0	0	2	1	1	2	2	6	3	0	9	9	13	16	6	10	8	5	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	0	0	1	2	8	5	4	0	0	0	1	1	3	9.39534532109251	0	4	6.0985175654302	13.2667081295288	0	8.77183508793372	12.9056250132926	0	0	0	7.49349659500198	7.58253327759746
61	SCE-796	0	0	0	0	0	0	2	2	2	1	2	1	0	1	1	0	0	1	0	1	0	0	2	4	2	3	1	1	0	3	3	2	3	7	1	4	2	2	1	0	1	4	1	0	0	2	2	1	1	2	0	2	1	0	9	8	9	11	7	13	10	9	2	0	1	0	3	1	0	0	1	0	2	1	2	2	3	1	3	2	2	12	9	5	3	2	3	4	3	3	11.3392894490539	3	4	11.4879956977649	10.214440523027	7.91305159872434	7.8547059211547	14.1928368818852	1	4	12.4393757955369	12.1711074699403	13.8011109484945
62	Imipenem	1	0	0	0	0	1	0	0	2	0	1	4	2	3	2	0	0	0	0	0	2	1	2	1	1	2	1	2	0	2	2	2	2	2	0	2	0	0	0	0	0	0	1	2	2	3	1	1	0	1	0	1	0	0	5	1	8	3	1	2	0	0	2	0	0	1	1	0	2	0	2	0	2	0	0	2	1	0	1	0	0	4	0	0	2	0	1	0	0	0	6.10748003888746	3	1.88988157484231	7.55952629936924	5	5.45069178784675	4	4.60659797139501	1	2	4.75682846001088	2.82842712474619	2.7494592739972
63	Imipenem	1	0	0	0	0	1	0	0	2	0	1	4	2	3	2	0	0	0	0	0	2	1	2	1	1	2	1	2	0	2	2	2	2	2	0	2	0	0	0	0	0	0	1	2	2	3	1	1	0	1	0	1	0	0	5	1	8	3	1	2	0	0	2	0	0	1	1	0	2	0	2	0	2	0	0	2	1	0	1	0	0	4	0	0	2	0	1	0	0	0	6.10748003888746	3	1.88988157484231	7.55952629936924	5	5.45069178784675	4	4.60659797139501	1	2	4.75682846001088	2.82842712474619	2.7494592739972
64	Cefoxitin	0	0	0	0	0	1	4	2	0	0	3	3	1	2	1	0	0	0	0	1	1	0	1	1	3	2	1	0	0	0	3	4	2	6	4	3	3	2	2	0	0	0	1	2	1	1	1	1	0	2	1	1	1	0	4	3	7	7	3	6	4	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	6	1	1	0	1	0	3	1	2	6.30125442445309	1	2	7.2369838003579	8.16637852013742	5.65685424949238	5.74234749205346	11.014833991545	0	1	4.7622031559046	4.7622031559046	6.42006867797938
65	Nocardicin B	0	0	1	0	0	1	1	3	2	0	3	6	1	1	0	0	0	0	0	1	1	0	2	4	5	5	2	2	0	3	3	3	1	6	4	6	3	2	0	2	1	0	0	0	0	0	2	1	0	2	0	1	1	1	7	14	15	10	4	9	12	11	1	1	0	0	0	0	0	2	2	1	0	0	2	2	2	0	2	2	2	11	8	4	2	2	1	0	1	4	11.203810480349	1.88988157484231	4.7622031559046	11.5516367669906	15.1314209485917	6.64449194422446	11.930789796909	14.5722465682922	0	2	6.64449194422446	11.7154519838396	10.9593246043387
66	Cefuroxime	0	0	0	0	0	1	3	3	2	0	3	3	1	1	1	0	0	0	0	1	1	0	0	1	2	2	1	0	0	0	3	4	4	6	4	6	3	3	2	0	0	0	1	2	1	0	1	1	0	2	0	1	1	1	5	3	7	5	2	5	3	2	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	4	1	0	0	0	0	1	1	1	9.00640025680409	1	2	5.65685424949238	11.6649102943897	6.59753955386447	6.6138052152402	10.9533584700698	0	1	4	4	6
67	Cefamandole	0	1	0	0	0	0	1	4	0	0	4	0	0	4	0	0	0	0	0	1	0	1	1	4	4	4	2	1	1	0	5	3	0	4	4	6	8	4	0	0	0	0	0	0	0	0	1	1	0	1	0	2	3	1	5	7	9	10	7	7	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	9	6	3	1	0	1	2	3	3	6.35979448081624	0	2	6.61380521524019	10.1579526727383	0	5.34941802342378	14.1565286558086	0	0	0	5.66964472452693	9.85543191074763
68	SCE-796	0	0	0	0	0	0	2	2	2	1	2	1	0	1	1	0	0	1	0	1	0	0	2	4	2	3	1	1	0	3	3	2	3	7	1	4	2	2	1	0	1	4	1	0	0	2	2	1	1	2	0	2	1	0	9	8	9	11	7	13	10	9	2	0	1	0	3	1	0	0	1	0	2	1	2	2	3	1	3	2	2	12	9	5	3	2	3	4	3	3	11.3392894490539	3	4	11.4879956977649	10.214440523027	7.91305159872434	7.8547059211547	14.1928368818852	1	4	12.4393757955369	12.1711074699403	13.8011109484945
69	Cephalexin	0	1	0	0	0	0	1	3	0	0	4	0	0	2	1	1	0	0	0	1	0	1	1	4	4	4	3	0	1	1	2	2	0	4	0	0	2	0	0	1	0	0	2	0	0	2	1	1	0	1	0	0	1	0	2	4	6	6	3	5	5	4	1	0	0	1	2	2	1	1	0	1	1	0	1	1	1	0	0	0	1	9	7	4	0	0	1	2	3	4	3.59611546662432	1	2	5.94810968475028	3.789291416276	2.87174588749259	4	10.417098384011	0	1	6.6138052152402	6.61380521524019	8.52555187828474
70	Imipenem	1	0	0	0	0	1	0	0	2	0	1	4	2	3	2	0	0	0	0	0	2	1	2	1	1	2	1	2	0	2	2	2	2	2	0	2	0	0	0	0	0	0	1	2	2	3	1	1	0	1	0	1	0	0	5	1	8	3	1	2	0	0	2	0	0	1	1	0	2	0	2	0	2	0	0	2	1	0	1	0	0	4	0	0	2	0	1	0	0	0	6.10748003888746	3	1.88988157484231	7.55952629936924	5	5.45069178784675	4	4.60659797139501	1	2	4.75682846001088	2.82842712474619	2.7494592739972
71	Cefamandole	0	1	0	0	0	0	1	4	0	0	4	0	0	4	0	0	0	0	0	1	0	1	1	4	4	4	2	1	1	0	5	3	0	4	4	6	8	4	0	0	0	0	0	0	0	0	1	1	0	1	0	2	3	1	5	7	9	10	7	7	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	9	6	3	1	0	1	2	3	3	6.35979448081624	0	2	6.61380521524019	10.1579526727383	0	5.34941802342378	14.1565286558086	0	0	0	5.66964472452693	9.85543191074763
72	Moxalactam	0	0	0	0	1	0	2	3	2	0	2	4	0	3	0	0	0	1	0	1	1	0	3	3	3	4	0	1	0	0	7	5	4	7	8	17	8	5	0	0	0	0	0	0	0	0	2	1	1	2	2	6	3	0	9	9	13	16	6	10	8	5	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	0	0	1	2	8	5	4	0	0	0	1	1	3	9.39534532109251	0	4	6.0985175654302	13.2667081295288	0	8.77183508793372	12.9056250132926	0	0	0	7.49349659500198	7.58253327759746
73	Nocardicin B	0	0	1	0	0	1	1	3	2	0	3	6	1	1	0	0	0	0	0	1	1	0	2	4	5	5	2	2	0	3	3	3	1	6	4	6	3	2	0	2	1	0	0	0	0	0	2	1	0	2	0	1	1	1	7	14	15	10	4	9	12	11	1	1	0	0	0	0	0	2	2	1	0	0	2	2	2	0	2	2	2	11	8	4	2	2	1	0	1	4	11.203810480349	1.88988157484231	4.7622031559046	11.5516367669906	15.1314209485917	6.64449194422446	11.930789796909	14.5722465682922	0	2	6.64449194422446	11.7154519838396	10.9593246043387
74	Cefoperazone	0	1	0	1	1	0	3	3	1	4	5	3	4	4	0	0	0	0	0	1	0	1	3	6	5	3	1	2	1	0	8	6	1	8	2	8	16	2	0	0	0	0	0	0	0	0	1	1	0	1	0	2	3	0	7	7	11	15	10	12	12	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	9	4	2	1	0	1	2	3	3	12.9819293405694	0	3	8.86468765485763	14.7913826599334	0	7.44510156018509	15.0569656310005	0	0	0	5.66964472452693	11.6425597168239
75	SCE-796	0	0	0	0	0	0	2	2	2	1	2	1	0	1	1	0	0	1	0	1	0	0	2	4	2	3	1	1	0	3	3	2	3	7	1	4	2	2	1	0	1	4	1	0	0	2	2	1	1	2	0	2	1	0	9	8	9	11	7	13	10	9	2	0	1	0	3	1	0	0	1	0	2	1	2	2	3	1	3	2	2	12	9	5	3	2	3	4	3	3	11.3392894490539	3	4	11.4879956977649	10.214440523027	7.91305159872434	7.8547059211547	14.1928368818852	1	4	12.4393757955369	12.1711074699403	13.8011109484945
76	BL-S217	0	0	0	0	0	0	1	2	0	0	2	2	0	1	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	1	3	2	1	6	2	3	3	1	0	0	0	0	0	1	0	0	1	1	0	2	0	1	1	0	7	3	5	5	4	3	5	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	6	0	0	1	0	2	0	3	0	4.75682846001088	1	1	2.7494592739972	10.9911304233617	4.71065067421325	5.74234749205346	11.7259498707646	0	1	4.7622031559046	4.7622031559046	6.30529889831506
77	Imipenem	1	0	0	0	0	1	0	0	2	0	1	4	2	3	2	0	0	0	0	0	2	1	2	1	1	2	1	2	0	2	2	2	2	2	0	2	0	0	0	0	0	0	1	2	2	3	1	1	0	1	0	1	0	0	5	1	8	3	1	2	0	0	2	0	0	1	1	0	2	0	2	0	2	0	0	2	1	0	1	0	0	4	0	0	2	0	1	0	0	0	6.10748003888746	3	1.88988157484231	7.55952629936924	5	5.45069178784675	4	4.60659797139501	1	2	4.75682846001088	2.82842712474619	2.7494592739972
78	Cyclacillin	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	3	2	3	0	0	0	0	2	2	0	4	0	0	2	0	0	1	0	0	2	0	0	2	1	1	0	1	0	0	1	0	1	4	9	4	4	6	2	4	1	0	0	1	2	1	0	1	0	2	0	0	0	3	0	0	0	0	2	8	4	2	0	0	2	2	5	4	2.87174588749259	1	1	2.95115178586752	3.789291416276	2.87174588749259	4	8.69960920088513	0	1	4.75682846001088	3.74674829750099	7.12921543300783
79	Cefoperazone	0	1	0	1	1	0	3	3	1	4	5	3	4	4	0	0	0	0	0	1	0	1	3	6	5	3	1	2	1	0	8	6	1	8	2	8	16	2	0	0	0	0	0	0	0	0	1	1	0	1	0	2	3	0	7	7	11	15	10	12	12	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	9	4	2	1	0	1	2	3	3	12.9819293405694	0	3	8.86468765485763	14.7913826599334	0	7.44510156018509	15.0569656310005	0	0	0	5.66964472452693	11.6425597168239
80	Moxalactam	0	0	0	0	1	0	2	3	2	0	2	4	0	3	0	0	0	1	0	1	1	0	3	3	3	4	0	1	0	0	7	5	4	7	8	17	8	5	0	0	0	0	0	0	0	0	2	1	1	2	2	6	3	0	9	9	13	16	6	10	8	5	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	0	0	1	2	8	5	4	0	0	0	1	1	3	9.39534532109251	0	4	6.0985175654302	13.2667081295288	0	8.77183508793372	12.9056250132926	0	0	0	7.49349659500198	7.58253327759746
81	Imipenem	1	0	0	0	0	1	0	0	2	0	1	4	2	3	2	0	0	0	0	0	2	1	2	1	1	2	1	2	0	2	2	2	2	2	0	2	0	0	0	0	0	0	1	2	2	3	1	1	0	1	0	1	0	0	5	1	8	3	1	2	0	0	2	0	0	1	1	0	2	0	2	0	2	0	0	2	1	0	1	0	0	4	0	0	2	0	1	0	0	0	6.10748003888746	3	1.88988157484231	7.55952629936924	5	5.45069178784675	4	4.60659797139501	1	2	4.75682846001088	2.82842712474619	2.7494592739972
82	Cefmetazole	0	0	0	0	0	0	2	2	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	5	4	1	4	5	6	9	6	0	0	0	0	0	0	0	0	1	1	0	1	1	2	3	0	4	7	5	9	5	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	4	0	0	1	0	1	0	1	0	4.92422400177354	0	1	2.82842712474619	12.1949629385702	0	6.26120069029542	8.80136675068247	0	0	0	2.82842712474619	4.7622031559046
83	Cefotaxime	0	0	0	1	0	0	2	3	2	1	4	1	0	3	1	0	1	0	0	1	0	0	1	1	0	2	0	0	0	2	3	4	4	6	4	6	3	3	1	0	0	1	2	0	0	2	1	1	0	2	0	1	1	1	6	2	5	5	3	5	4	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	4	0	0	1	0	1	0	1	0	8.85467493295556	1	2	5.65685424949238	11.6649102943897	6.59753955386447	6.6138052152402	10.7459141262214	0	1	4	4	6
84	Cefsulodin	0	0	0	0	0	0	2	2	3	1	2	1	0	1	1	0	0	1	0	1	0	0	1	4	2	3	1	1	0	3	5	2	4	7	1	6	2	2	1	0	1	4	1	0	0	2	3	1	1	2	0	2	1	0	6	9	11	11	8	14	8	9	2	0	1	0	3	1	0	0	1	0	1	0	2	2	3	1	3	1	2	11	8	3	2	1	3	3	3	3	10.9013835756935	3	4	10.4890017909906	10.0186302800077	7.7009621056504	7.41038978946119	14.1361604837533	1	4	11.4400990749803	11.1712178946144	13.2575676456999
85	Ofloxacin	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	2	6	1	1	2	2	0	0	1	0	0	1	1	0	1	1	0	2	0	0	1	1	0	7	5	4	3	5	0	0	0	1	0	0	0	0	0	0	1	1	0	2	1	0	1	1	1	0	0	0	4	1	1	2	1	0	0	0	0	4.7622031559046	0	1	2.82842712474619	5.5516075873073	4.7622031559046	3.789291416276	4.81396937212112	0	1	2.82842712474619	4	4.7622031559046
86	Cefuroxime	0	0	0	0	0	1	3	3	2	0	3	3	1	1	1	0	0	0	0	1	1	0	0	1	2	2	1	0	0	0	3	4	4	6	4	6	3	3	2	0	0	0	1	2	1	0	1	1	0	2	0	1	1	1	5	3	7	5	2	5	3	2	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	4	1	0	0	0	0	1	1	1	9.00640025680409	1	2	5.65685424949238	11.6649102943897	6.59753955386447	6.6138052152402	10.9533584700698	0	1	4	4	6
87	Cephaloglycin	0	1	0	0	0	0	1	3	0	0	4	1	0	3	1	1	0	0	0	1	0	1	1	4	4	4	2	0	1	1	3	2	1	6	2	2	3	1	0	1	0	0	2	0	0	2	1	1	0	2	0	1	1	0	5	3	6	5	5	7	5	4	1	0	0	1	2	2	1	1	0	1	0	0	1	0	1	0	1	0	1	9	6	3	1	0	2	2	3	3	5.88342684216636	1	2	6.61380521524019	7.54330099438951	4.71065067421325	4.7622031559046	12.9230737984751	0	1	6.6138052152402	6.61380521524019	11.4653218318112
88	Cefoperazone	0	1	0	1	1	0	3	3	1	4	5	3	4	4	0	0	0	0	0	1	0	1	3	6	5	3	1	2	1	0	8	6	1	8	2	8	16	2	0	0	0	0	0	0	0	0	1	1	0	1	0	2	3	0	7	7	11	15	10	12	12	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	9	4	2	1	0	1	2	3	3	12.9819293405694	0	3	8.86468765485763	14.7913826599334	0	7.44510156018509	15.0569656310005	0	0	0	5.66964472452693	11.6425597168239
89	Cefaclor	0	1	0	0	0	0	1	3	0	0	4	0	0	2	1	1	0	0	0	1	0	1	1	4	4	3	3	0	0	1	2	2	0	4	0	0	2	0	0	1	0	0	2	0	0	2	1	1	0	1	0	0	1	0	1	2	5	6	3	4	5	4	1	0	0	1	2	2	1	1	0	0	1	0	0	1	1	0	0	0	1	8	6	4	0	0	1	2	2	2	3.59611546662432	1	2	5.29870225712421	3.789291416276	2.87174588749259	4	10.0898268278415	0	1	5.65685424949238	5.65685424949238	8.32042203342157
90	Cefaclor	0	1	0	0	0	0	1	3	0	0	4	0	0	2	1	1	0	0	0	1	0	1	1	4	4	3	3	0	0	1	2	2	0	4	0	0	2	0	0	1	0	0	2	0	0	2	1	1	0	1	0	0	1	0	1	2	5	6	3	4	5	4	1	0	0	1	2	2	1	1	0	0	1	0	0	1	1	0	0	0	1	8	6	4	0	0	1	2	2	2	3.59611546662432	1	2	5.29870225712421	3.789291416276	2.87174588749259	4	10.0898268278415	0	1	5.65685424949238	5.65685424949238	8.32042203342157
91	Cefuroxime	0	0	0	0	0	1	3	3	2	0	3	3	1	1	1	0	0	0	0	1	1	0	0	1	2	2	1	0	0	0	3	4	4	6	4	6	3	3	2	0	0	0	1	2	1	0	1	1	0	2	0	1	1	1	5	3	7	5	2	5	3	2	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	4	1	0	0	0	0	1	1	1	9.00640025680409	1	2	5.65685424949238	11.6649102943897	6.59753955386447	6.6138052152402	10.9533584700698	0	1	4	4	6
92	Cephaloridine	0	0	0	0	0	0	1	2	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	1	2	2	0	0	0	2	2	2	1	6	1	0	2	1	0	0	1	2	1	0	0	1	1	1	0	2	0	0	1	0	6	3	5	6	2	10	8	2	1	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	2	2	0	9	3	1	2	2	2	4	1	2	3.77976314968462	1	1	5.66964472452693	5.5516075873073	3.789291416276	3.789291416276	9.65523215036919	0	1	5.34941802342378	5.66964472452693	12.6632276430891
93	Cefsulodin	0	0	0	0	0	0	2	2	3	1	2	1	0	1	1	0	0	1	0	1	0	0	1	4	2	3	1	1	0	3	5	2	4	7	1	6	2	2	1	0	1	4	1	0	0	2	3	1	1	2	0	2	1	0	6	9	11	11	8	14	8	9	2	0	1	0	3	1	0	0	1	0	1	0	2	2	3	1	3	1	2	11	8	3	2	1	3	3	3	3	10.9013835756935	3	4	10.4890017909906	10.0186302800077	7.7009621056504	7.41038978946119	14.1361604837533	1	4	11.4400990749803	11.1712178946144	13.2575676456999
